ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
895,     2,     7,    10,     1,     1,     4,     2,     4,     2,     8,     2,     6,    10,     4,     3,     3,     4,     6,     0,     0
896,     4,     6,     8,     0,     1,     2,     0,     5,     2,     3,     4,     6,     7,     3,     1,     3,     7,     5,     1,     0
897,     2,     2,     9,     1,     0,     0,     0,     6,     4,     7,     1,     5,     9,     6,     2,     1,     4,     5,     3,     0
898,     1,     8,     9,     2,     2,     0,     1,     5,     7,     5,     4,     6,     9,     4,     2,     6,     9,     2,     0,     0
899,     6,     8,     9,     0,     2,     0,     1,     7,     5,     6,     3,     7,     9,     5,     2,     2,     6,     3,     0,     0
900,     5,     4,     6,     5,     1,     1,     6,     6,     5,     4,     2,     0,     1,     1,     2,     2,     1,     4,     7,     9
901,     3,     6,     8,     1,     1,     1,     1,     7,     4,     4,     0,     6,     8,     6,     4,     3,     5,     6,     0,     0
902,     5,     7,     8,     5,     0,     2,     5,     5,     6,     4,     4,     0,     0,     1,     2,     2,     2,     7,     8,     9
903,     1,     4,     8,     3,     0,     1,     2,     8,     7,     1,     2,     5,     9,     7,     2,     2,     8,     4,     0,     0
904,     3,     7,     7,     6,     1,     0,     5,     5,    10,     7,     2,     0,     0,     0,     1,     2,     2,     3,     8,     8
905,     6,     9,     1,     8,     6,     2,     6,     0,     4,     5,     5,     1,     3,     5,     2,     3,     0,     3,     5,     4
906,     2,     2,     3,     8,     2,     0,     7,     4,     2,     8,     2,     4,     6,     2,    10,     6,     8,     5,     3,     2
907,     6,     6,     0,     6,     6,     0,     6,     2,     6,     3,     5,     1,     4,     5,     3,     1,     2,     4,     6,     3
908,     1,     0,     0,    10,     2,     3,     9,     9,     1,     7,     1,     1,     2,     2,     7,     7,     5,     5,     7,     0
909,     7,     6,     1,     6,     4,     2,     1,     3,     5,     7,     4,     0,     3,     8,     2,     4,     1,     6,     6,     0
910,     6,     7,     9,     8,     0,     2,     5,     4,     7,     7,     6,     0,     2,     2,     2,     5,     1,     5,     8,    10
911,     3,     1,     2,     6,     3,     1,     6,     3,     2,     3,     5,     1,     5,     2,     9,     4,     9,     8,     5,     0
912,     3,     1,     0,     7,     2,     2,     8,     7,     2,     1,     1,     2,     6,     0,     5,     5,     7,     7,     3,     3
913,     1,     2,     0,     7,     2,     3,     9,     6,     1,     5,     1,     2,     5,     3,     6,     8,     8,     6,     8,     4
914,     4,     5,     7,     7,     0,     1,     4,     6,     7,     8,     1,     0,     1,     1,     2,     1,     2,     3,     8,    10
915,     5,     7,     8,     4,     0,     0,     2,     2,     9,     3,     4,     1,     1,     0,     2,     1,     1,     3,     8,     9
916,     8,     8,     1,     9,     5,     1,     3,     0,     7,     3,     5,     2,     3,    10,     2,     2,     0,     7,     3,     4
917,     3,     3,     5,     7,     4,     2,     8,     5,     1,     6,     0,     2,     6,     2,     5,     2,     9,     3,     4,     0
918,     7,     9,     9,     3,     0,     0,     4,     4,     9,     5,     5,     2,     0,     0,     2,     2,     2,     7,     9,     9
919,     2,     6,     9,     0,     1,     0,     1,     7,     7,     6,     2,     3,     9,     5,     3,     2,     4,     5,     1,     0
920,     3,     7,     9,     5,     0,     0,     1,     6,     9,     3,     2,     1,     1,     3,     1,     3,     2,     7,     9,     8
921,     8,     3,     1,     9,     7,     1,     4,     0,     5,     6,     6,     4,     6,     6,     4,     3,     1,     3,     8,     4
922,     6,     7,     9,     5,     0,     2,     3,     5,     7,     2,     2,     1,     3,     0,     3,     2,     2,     5,     7,    10
923,     1,     5,     1,     8,     3,     0,     6,     8,     2,     7,     2,     2,     4,     2,     5,     6,     8,     5,     4,     1
924,     7,     8,     2,     6,     7,     1,     2,     0,     6,     7,     6,     2,     6,     6,     2,     4,     1,     3,     6,     4
925,     6,     7,     8,     0,     1,     0,     2,     5,     6,     5,     3,     3,    10,     6,     2,     2,     9,     4,     1,     0
926,     9,     6,     2,     4,     6,     1,     3,     0,     8,     6,     4,     4,     4,     7,     4,     4,     3,     4,     5,     4
927,     5,     3,     1,     9,     3,     2,     7,     4,     0,     6,     2,     1,     4,     3,     4,     6,     6,     8,     6,     1
928,     5,     2,     2,     8,     1,     1,     9,     8,     1,     6,     0,     3,     6,     5,     8,     4,     8,     4,     4,     1
929,     3,     9,    10,     1,     0,     0,     1,     4,     5,     5,     3,     8,     9,     6,     2,     1,     7,     6,     1,     0
930,     2,     2,     2,     9,     4,     0,     7,     4,     0,     6,     0,     0,     4,     4,     7,     5,     7,     7,     6,     3
931,     2,     4,     1,     9,     1,     0,     8,     6,     0,     5,     1,     2,     7,     2,     5,     2,     9,     6,     7,     1
932,     6,     4,     7,     4,     0,     0,     5,     7,     9,     6,     5,     1,     0,     0,     3,     1,     2,     5,     8,     8
933,     8,     6,     2,     9,     6,     2,     5,     1,     6,     4,     4,     1,     3,     4,     1,     0,     3,     8,     5,     0
934,     6,     7,     9,     6,     0,     4,     6,     3,     9,     3,     2,     0,     0,     2,     5,     3,     2,     6,     9,     7
935,     3,     2,     0,     7,     3,     0,     9,     7,     1,     4,     1,     4,     3,     2,     6,     9,     6,     6,     6,     2
936,     2,     2,     3,     9,     3,     1,    10,     5,     0,     3,     2,     2,     6,     2,     4,     2,     9,     8,     7,     1
937,     0,     5,     9,     0,     2,     2,     0,     6,     5,     3,     3,     8,    10,     6,     6,     1,     7,     1,     0,     0
938,     1,     5,     9,     0,     1,     1,     4,     7,     3,     5,     0,     3,     9,     4,     3,     1,     8,     2,     0,     0
939,     2,     1,     2,     6,     2,     0,     9,     6,     0,     5,     1,     4,     4,     5,     5,     5,     6,     4,     5,     0
940,     1,     2,     4,     9,     0,     1,     9,     5,     0,     5,     2,     1,     1,     3,     5,     5,     7,     5,     8,     3
941,     7,     8,     1,     7,     5,     6,     4,     1,     5,     7,     7,     1,     0,     6,     4,     3,     1,     5,     5,     4
942,     2,     3,     2,    10,     1,     0,     8,     5,     2,     2,     1,     2,     5,     1,     7,     6,     7,     4,     6,     2
943,     4,     3,     5,     9,     3,     1,     8,     6,     1,     6,     1,     1,     4,     6,     8,     5,     6,     5,     5,     6
944,     9,     9,     2,     7,     5,     1,     1,     1,     4,     9,     7,     3,     3,     5,     3,     5,     4,     6,     4,     6
945,     7,     7,     0,     9,     9,     1,     5,     1,     2,     4,     8,     0,     1,     6,     1,     3,     1,     5,     6,     4
946,     5,     7,     3,     7,     6,     3,     2,     0,     5,     5,     6,     1,     4,     7,     2,     2,     3,     4,     4,     2
947,     5,     7,     9,     3,     0,     1,     3,     7,     8,     7,     3,     0,     3,     0,     2,     2,     0,     3,     6,    10
948,     6,     6,     0,     7,     8,     0,     5,     1,     5,     5,     8,     2,     3,     4,     4,     2,     0,     6,     5,     1
949,     2,     8,     7,     0,     0,     1,     2,     4,     5,     6,     1,     4,     9,     5,     2,     1,     8,     5,     0,     0
950,     2,     3,     2,     9,     1,     2,     8,     5,     2,     4,     0,     3,     7,     2,     5,     5,     8,     5,     5,     1
951,     1,     6,     7,     2,     1,     3,     2,     6,     7,     7,     3,     4,     6,     6,     2,     3,     9,     6,     1,     0
952,     2,     5,     5,     1,     0,     0,     0,     7,     5,     6,     0,     6,     9,     4,     0,     3,     7,     4,     2,     0
953,     1,     1,     3,     8,     3,     0,     8,     6,     1,     6,     0,     1,     4,     3,     4,     4,     7,     4,     5,     2
954,     6,     8,     2,     8,     6,     1,     2,     2,     8,     8,     8,     2,     2,     6,     0,     2,     2,     5,     6,     2
955,     3,     6,     9,     2,     0,     2,     2,     6,     4,     7,     1,     4,     9,     6,     2,     2,    10,     8,     1,     0
956,     1,     3,     0,     6,     2,     2,     9,     6,     0,     4,     2,     2,     3,     2,     7,     4,     8,     4,     3,     2
957,     2,     5,     1,     9,     4,     3,     5,     4,     0,     7,     0,     2,     3,     2,     5,     6,     9,     7,     8,     1
958,     4,     6,     9,     2,     0,     0,     2,     6,     5,     4,     2,     5,    10,     6,     1,     3,     5,     3,     1,     0
959,     0,     7,    10,     1,     0,     2,     0,     5,     4,     7,     1,     4,    10,     5,     2,     0,     7,     5,     1,     0
960,     5,     8,     1,     9,     6,     2,     5,     2,     7,     9,     7,     2,     1,     7,     3,     3,     6,     3,     5,     4
961,     3,     7,     7,     2,     0,     0,     1,     7,     4,     6,     2,     5,    10,     5,     1,     1,     7,     4,     0,     0
962,     4,     4,     2,    10,     5,     0,     8,     1,     2,     3,     2,     1,     3,     3,     4,     1,     7,     8,     5,     1
963,     7,     7,     9,     3,     0,     1,     5,     5,     6,     5,     4,     0,     0,     0,     3,     3,     2,     3,     9,    10
964,     3,     4,     3,     7,     1,     0,     5,     6,     2,     4,     1,     1,     3,     0,     9,     5,     9,     7,     4,     3
965,     2,     6,     9,     2,     0,     1,     4,     6,     7,     6,     2,     1,     0,     1,     3,     4,     0,     6,     7,     9
966,     1,     3,     3,     9,     6,     2,     5,     5,     5,     4,     3,     1,     1,     3,     7,     8,     5,     6,     5,     3
967,     8,     5,     1,     9,     6,     1,     2,     1,     7,     4,     8,     1,     3,     6,     6,     1,     1,     5,     2,     3
968,     3,     7,    10,     1,     0,     2,     0,     5,     4,     7,     2,     4,     9,     6,     1,     4,     7,     7,     1,     0
969,     5,     1,     2,     5,     2,     1,     9,     3,     0,     2,     2,     4,     4,     3,     5,     3,     8,     5,     6,     3
970,     3,     8,     4,     4,     6,     0,     4,     0,     4,     6,     4,     2,     3,     6,     1,     4,     3,     4,     5,     3
971,     6,     8,     1,     9,     5,     1,     2,     0,     6,     3,     4,     1,     2,     8,     2,     5,     1,     7,     5,     3
972,     3,     7,     8,     4,     0,     0,     6,     3,     8,     4,     3,     0,     2,     0,     3,     2,     1,     5,     8,     9
973,     0,     6,     6,     0,     1,     1,     1,     8,     7,     7,     2,     3,     9,     4,     2,     1,     9,     5,     0,     0
974,     3,     2,     1,     8,     2,     0,     9,     9,     2,     8,     1,     1,     5,     1,     7,     5,     6,     5,     8,     2
975,     5,     6,     5,     4,     0,     0,     3,     5,     7,     5,     2,     1,     0,     2,     1,     2,     3,     4,    10,    10
976,     2,     2,     1,     8,     2,     0,     7,     7,     0,     7,     0,     3,     4,     6,     3,     6,     6,     5,     3,     1
977,     3,     9,    10,     6,     0,     2,     2,     4,     8,     6,     4,     2,     1,     0,     3,     2,     2,     6,     8,    10
978,     5,     4,     2,     7,     4,     1,     6,     2,     7,     6,     4,     1,     3,     5,     0,     3,     1,     6,     3,     0
979,     5,     8,     0,     8,     5,     1,     2,     0,     3,     5,     7,     2,     1,     6,     2,     1,     2,     4,     5,     2
980,     2,     1,     3,     9,     0,     1,     9,     3,     0,     5,     0,     1,     3,     3,     7,     4,     6,     4,     4,     1
981,     5,     7,    10,     3,     0,     1,     6,     4,     6,     3,     2,     1,     0,     0,     1,     0,     3,     4,     5,     9
982,     0,     1,     4,     8,     2,     1,     8,     4,     0,     4,     2,     1,     5,     2,     7,     5,     8,     5,     5,     2
983,     5,     5,     8,     2,     0,     1,     4,     5,     7,     3,     5,     2,     1,     0,     2,     1,     0,     4,     9,    10
984,     1,     5,    10,     4,     2,     2,     1,     6,     6,     4,     1,     6,     8,     3,     4,     4,     6,     3,     0,     0
985,     2,     1,     3,    10,     4,     2,     8,     5,     2,     4,     0,     5,     5,     3,     6,     6,     8,     5,     5,     2
986,     1,     8,     9,     1,     0,     0,     0,     5,     4,     5,     1,     5,     9,     4,     3,     5,     6,     7,     1,     0
987,     3,     1,     4,     5,     0,     1,     9,     6,     1,     4,     1,     2,     5,     4,     5,     2,     8,     6,     3,     3
988,     0,     1,     0,     8,     1,     1,     8,     2,     2,     4,     3,     0,     4,     5,     9,     4,     7,     4,     5,     1
989,     1,     0,     0,     8,     4,     1,     9,     7,     1,     3,     1,     5,     2,     4,     8,     2,     8,     7,     6,     0
990,     2,     3,     0,     8,     1,     3,     7,     5,     0,     4,     2,     2,     6,     2,     3,     5,     6,     5,     4,     1
991,     5,     6,     9,     4,     1,     0,     4,     4,    10,     6,     3,     0,     0,     1,     1,     1,     2,     6,     6,     8
992,     1,     5,     7,     0,     1,     0,     0,     4,     2,     5,     2,     9,     9,     2,     2,     2,     7,     9,     0,     0
993,     3,     5,     9,     7,     0,     0,     5,     4,    10,     5,     3,     3,     1,     1,     1,     2,     2,     8,     8,     9
994,     8,     8,     0,     7,     6,     1,     4,     1,     3,     6,     5,     0,     4,    10,     1,     3,     4,     5,     5,     4
995,     7,     7,     9,     7,     0,     1,     6,     3,     8,     2,     2,     0,     3,     0,     1,     3,     2,     7,    10,     8
996,     3,     4,     0,    10,     0,     0,     8,     8,     0,     5,     1,     2,     6,     3,     7,     5,     7,     4,     3,     2
997,     3,     5,     9,     0,     1,     0,     2,     3,     4,     4,     4,     6,     7,     4,     3,     0,     5,     5,     0,     0
998,     6,     5,     9,     6,     0,     2,     4,     6,     7,     3,     3,     3,     1,     0,     2,     1,     1,     7,     9,    10
999,     4,     2,     1,     8,     2,     1,     8,     4,     2,     8,     0,     4,     4,     4,     5,     5,     7,     5,     3,     2
1000,     3,     2,     0,     9,     3,     1,     9,     5,     2,     4,     1,     2,     6,     2,     5,     6,     6,     7,     6,     1
